,Unnamed: 0,Unnamed: 0.1,name,description,attribution,columns_field_name,columns_name,type,categories,domain_category,domain_tags,provenance,download_count,page_views_last_month,page_views_last_week,page_views_total,page_views_total_log,domain,mash,big_mash,topic_comp,topic_comp_list,top_topic_id
14413,14582,14582,(Map) City Public WiFi Locations,"['Locations', 'of', 'City', 'facilities', 'parks', 'and', 'other', 'locations', 'that', 'have', 'free', 'WiFi', 'accessible', 'to', 'the', 'public']",,"['facility_type', 'facility', 'location_1']","['Facility Type', 'Facility', 'Location 1']",map,[],Community,[],official,91.0,8.0,2.0,1782.0,10.8000909876,data.srcity.org,['community'],"['community', 'Locations', 'of', 'City', 'facilities', 'parks', 'and', 'other', 'locations', 'that', 'have', 'free', 'WiFi', 'accessible', 'to', 'the', 'public']","[(5, 0.11799509545708796), (9, 0.44685267420647584), (45, 0.34948789467210029)]","[(9, 0.44685267420647584), (45, 0.3494878946721003), (5, 0.11799509545708796)]",9
3397,3397,3397,Tacoma Public Art Map,[],,"['title', 'thumbnail_image', 'artist', 'ownership', 'dimensions', 'medium', 'location_status', 'category', 'full_sized_image', 'description', 'neighborhood', 'year_created']","['Title', 'Thumbnail Image', 'Artist', 'Ownership', 'Dimensions', 'Medium', 'Location/ Status', 'Category', 'Full Sized Image', 'Description', 'Neighborhood', 'Year Created']",map,"['infrastructure', 'recreation', 'social services']",Neighborhoods,[],official,591.0,46.0,11.0,1763.0,10.7846348456,data.cityoftacoma.org,"['infrastructure', 'recreation', 'social', 'services', 'neighborhoods']","['infrastructure', 'recreation', 'social', 'services', 'neighborhoods']","[(9, 0.27946240127671523), (17, 0.16987179487179493), (39, 0.16987179487179493), (41, 0.22694785513354138)]","[(9, 0.27946240127671523), (41, 0.22694785513354138), (17, 0.16987179487179493), (39, 0.16987179487179493)]",9
5723,5892,5892,IDPH Licensed Swimming Facilities,"['Swimming', 'facilities', 'including', 'beaches', 'licensed', 'by', 'the', 'Illinois', 'Department', 'of', 'Public', 'Health', 'Swimming', 'facilities', 'are', 'comprised', 'of', 'aquatic', 'features', 'which', 'have', 'individual', 'an', 'license', 'and', 'operational', 'status']","Illinois Department of Public Health, Division of Environmental Health","['license_id', 's_e_compliance', 'feature_name', 'feature_location', 'feature_status', 'surface_area', 'idph_region', 'volume', 'location_1', 'feature_type', 'batherload', 'facility_name', 'county', 'fac_license_status']","[' LICENSE ID#', 'S/E COMPLIANCE', 'FEATURE NAME', 'FEATURE LOCATION', 'FEATURE STATUS', 'SURFACE AREA', 'IDPH REGION', 'VOLUME', 'Location 1', 'FEATURE TYPE', 'BATHERLOAD', '  FACILITY NAME', 'COUNTY', 'FAC LICENSE STATUS']",dataset,['infrastructure'],Public Health,"['license', 'idph', 'swim']",official,1629.0,31.0,9.0,1749.0,10.7731392067,data.illinois.gov,"['license', 'idph', 'swim', 'infrastructure', 'public', 'health']","['license', 'idph', 'swim', 'infrastructure', 'public', 'health', 'Swimming', 'facilities', 'including', 'beaches', 'licensed', 'by', 'the', 'Illinois', 'Department', 'of', 'Public', 'Health', 'Swimming', 'facilities', 'are', 'comprised', 'of', 'aquatic', 'features', 'which', 'have', 'individual', 'an', 'license', 'and', 'operational', 'status']","[(2, 0.1269543540158195), (8, 0.080769230769230677), (9, 0.2186099882270636), (21, 0.063740964525425048), (26, 0.13381366960606492), (28, 0.041764730194626898), (42, 0.076788664006838467), (43, 0.11062602929146421), (48, 0.11385544628654244)]","[(9, 0.2186099882270636), (26, 0.13381366960606492), (2, 0.1269543540158195), (48, 0.11385544628654244), (43, 0.11062602929146421), (8, 0.08076923076923068), (42, 0.07678866400683847), (21, 0.06374096452542505), (28, 0.0417647301946269)]",9
1308,1308,1308,Parks,"['This', 'inventory', 'was', 'set', 'up', 'to', 'fulfill', 'the', 'request', 'of', 'the', 'City', 'auditors', 'for', 'a', 'description', 'of', 'all', 'city', 'property', 'It', 'has', 'been', 'modified', 'to', 'include', 'information', 'useful', 'to', 'the', 'Department', 'of', 'Recreation', 'and', 'Parks']",Baltimore City Department of Recreation and Parks,"['district', 'name', 'location_1', 'acres']","['district', 'name', 'Location 1', 'acres']",dataset,['recreation'],Culture & Arts,"['recreation', 'parks']",official,2384.0,40.0,1.0,1729.0,10.7565563225,data.baltimorecity.gov,"['recreation', 'parks', 'recreation', 'culture', '&', 'arts']","['recreation', 'parks', 'recreation', 'culture', '&', 'arts', 'This', 'inventory', 'was', 'set', 'up', 'to', 'fulfill', 'the', 'request', 'of', 'the', 'City', 'auditors', 'for', 'a', 'description', 'of', 'all', 'city', 'property', 'It', 'has', 'been', 'modified', 'to', 'include', 'information', 'useful', 'to', 'the', 'Department', 'of', 'Recreation', 'and', 'Parks']","[(5, 0.058611057174826849), (6, 0.058971009614906922), (9, 0.40208085966375989), (22, 0.13650536855885897), (25, 0.062229238619719802), (26, 0.061410468455435498), (27, 0.12883794758851014), (41, 0.052892511862442294)]","[(9, 0.4020808596637599), (22, 0.13650536855885897), (27, 0.12883794758851014), (25, 0.0622292386197198), (26, 0.0614104684554355), (6, 0.05897100961490692), (5, 0.05861105717482685), (41, 0.052892511862442294)]",9
683,683,683,Alameda County Parks,"['Community', 'Development', 'Agency', 'Alameda', 'County', 'Parks']",Alameda County Community Development Agency,"['youth_center', 'golf_facilities', 'community_garden', 'creek', 'hiking', 'horseshoes', 'skate_park', 'picnic_tables', 'reservable_areas', 'bbq_pits', 'senior_center', 'additional_info', 'swim_center', 'bike_walk_path', 'dog_park', 'fishing', 'swimming', 'tennis_unlit', 'bay', 'boat_launch', 'play_structure', 'restrooms', 'baseball_field', 'park_type', 'info_line', 'equestrian_facility', 'lake', 'rec_center', 'volleyball_hard', 'volleyball_sand', 'bocce_ball', 'fitness_course', 'sports_field', 'tennis_lit', 'acres', 'park_name', 'basketball_half', 'basketball_full', 'geolocation', 'address', 'city']","['Youth Center', 'Golf Facilities', 'Community Garden', 'Creek', 'Hiking', 'Horseshoes', 'Skate Park', 'Picnic Tables', 'Reservable Areas', 'BBQ Pits', 'Senior Center', 'Additional Info', 'Swim Center', 'Bike/Walk Path', 'Dog Park', 'Fishing', 'Swimming', 'Tennis Unlit', 'Bay', 'Boat Launch', 'Play Structure', 'Restrooms', 'Baseball Field', 'Park Type', 'Info Line', 'Equestrian Facility', 'Lake', 'Rec Center', 'Volleyball Hard', 'Volleyball Sand', 'Bocce Ball', 'Fitness Course', 'Sports Field', 'Tennis Lit', 'Acres', 'Park Name', 'Basketball Half', 'Basketball Full ', 'Geolocation', 'Location', 'City']",dataset,"['recreation', 'health']",Recreation,"['cda', 'community development agency', 'parks']",official,549.0,37.0,2.0,1706.0,10.737247343,data.acgov.org,"['cda', 'community', 'development', 'agency', 'parks', 'recreation', 'health', 'recreation']","['cda', 'community', 'development', 'agency', 'parks', 'recreation', 'health', 'recreation', 'Community', 'Development', 'Agency', 'Alameda', 'County', 'Parks']","[(2, 0.18934910180298525), (8, 0.13463393675062688), (9, 0.299987679961912), (29, 0.08309390869700839), (49, 0.23267896253105522)]","[(9, 0.299987679961912), (49, 0.23267896253105522), (2, 0.18934910180298525), (8, 0.13463393675062688), (29, 0.08309390869700839)]",9
2325,2325,2325,Parks - Buildings (deprecated November 2016),"['Buildings', 'located', 'in', 'Chicago', 'Park', 'District', 'Parks']",Chicago Park District,"['location_1', 'year_built', 'region', 'park', 'y_coordinate', 'x_coordinate', 'building_status', 'demolished', 'building_name', 'location', 'ward', 'community_area', 'park_number', 'building_type']","['Location 1', 'YEAR BUILT', 'REGION', 'PARK', 'Y COORDINATE', 'X COORDINATE', 'BUILDING STATUS', 'DEMOLISHED', 'BUILDING NAME', 'LOCATION', 'WARD', 'COMMUNITY AREA', 'PARK NUMBER', 'BUILDING TYPE']",dataset,['recreation'],Parks & Recreation,"['sustainability', 'park district', 'chicago park district', 'chicago parks', 'chicago', 'park buildings', 'buildings', 'recreation', 'parks']",official,1261.0,11.0,3.0,1700.0,10.7321674257,data.cityofchicago.org,"['sustainability', 'park', 'district', 'chicago', 'park', 'district', 'chicago', 'parks', 'chicago', 'park', 'buildings', 'buildings', 'recreation', 'parks', 'recreation', 'parks', '&', 'recreation']","['sustainability', 'park', 'district', 'chicago', 'park', 'district', 'chicago', 'parks', 'chicago', 'park', 'buildings', 'buildings', 'recreation', 'parks', 'recreation', 'parks', '&', 'recreation', 'Buildings', 'located', 'in', 'Chicago', 'Park', 'District', 'Parks']","[(9, 0.45913461538461481), (24, 0.22532870022318865), (29, 0.12580128205128185), (35, 0.15127386387937486)]","[(9, 0.4591346153846148), (24, 0.22532870022318865), (35, 0.15127386387937486), (29, 0.12580128205128185)]",9
2327,2327,2327,Parks - Chicago Park District Park Boundaries (current),"['Current', 'boundaries', 'of', 'Chicago', 'Park', 'District', 'properties', 'as', 'of', 'November', '4', '2016']",Chicago Park District,[],[],map,['recreation'],Parks & Recreation,"['2016', 'chicago parks', 'chicago park district', 'chicago', 'recreation', 'parks']",official,1067.0,125.0,25.0,1682.0,10.7168194613,data.cityofchicago.org,"['2016', 'chicago', 'parks', 'chicago', 'park', 'district', 'chicago', 'recreation', 'parks', 'recreation', 'parks', '&', 'recreation']","['2016', 'chicago', 'parks', 'chicago', 'park', 'district', 'chicago', 'recreation', 'parks', 'recreation', 'parks', '&', 'recreation', 'Current', 'boundaries', 'of', 'Chicago', 'Park', 'District', 'properties', 'as', 'of', 'November', '4', '2016']","[(9, 0.47469635627530282), (24, 0.25645219675155922), (29, 0.1666247263253631), (31, 0.053643724696356171)]","[(9, 0.4746963562753028), (24, 0.2564521967515592), (29, 0.1666247263253631), (31, 0.05364372469635617)]",9
10092,10261,10261,Parks - Special Events Permits Data 2014-2015,"['Metro', 'Parks', 'Special', 'Event', 'Data']",Metro Parks – Special Events,"['date', 'year', 'month', 'attendance', 'location', 'event_end_date', 'event_type', 'event']","['Event Begin Date', 'Year', 'Month', 'Attendance', 'Location', 'Event End Date', 'Event Type', 'Event']",dataset,['recreation'],Parks,"['marathon', 'runs', 'walks', 'benefits', 'concerts', 'festivals', 'permits', 'park permits', 'metro parks', 'public events', 'parks', 'events', 'special events']",official,145.0,11.0,4.0,1644.0,10.6838718686,data.nashville.gov,"['marathon', 'runs', 'walks', 'benefits', 'concerts', 'festivals', 'permits', 'park', 'permits', 'metro', 'parks', 'public', 'events', 'parks', 'events', 'special', 'events', 'recreation', 'parks']","['marathon', 'runs', 'walks', 'benefits', 'concerts', 'festivals', 'permits', 'park', 'permits', 'metro', 'parks', 'public', 'events', 'parks', 'events', 'special', 'events', 'recreation', 'parks', 'Metro', 'Parks', 'Special', 'Event', 'Data']","[(9, 0.31788803472719879), (15, 0.10336028163861237), (16, 0.042467948717948664), (24, 0.16016103794695558), (25, 0.042467948717948664), (28, 0.08413461538461528), (29, 0.088462440559027383), (37, 0.08413461538461528), (49, 0.042467948717948664)]","[(9, 0.3178880347271988), (24, 0.16016103794695558), (15, 0.10336028163861237), (29, 0.08846244055902738), (28, 0.08413461538461528), (37, 0.08413461538461528), (16, 0.042467948717948664), (25, 0.042467948717948664), (49, 0.042467948717948664)]",9
3295,3295,3295,Directory of Hiking Trails,"['Hiking', 'trails', 'in', 'New', 'York', 'City', 'Department', 'of', 'Parks', 'Recreation', 'properties']",Department of Parks and Recreation (DPR),[],[],href,['transportation'],Recreation,"['parks', 'directory of hiking trails', 'dpr', 'healthy living', 'data']",official,802.0,31.0,4.0,1585.0,10.6311770557,data.cityofnewyork.us,"['parks', 'directory', 'of', 'hiking', 'trails', 'dpr', 'healthy', 'living', 'data', 'transportation', 'recreation']","['parks', 'directory', 'of', 'hiking', 'trails', 'dpr', 'healthy', 'living', 'data', 'transportation', 'recreation', 'Hiking', 'trails', 'in', 'New', 'York', 'City', 'Department', 'of', 'Parks', 'Recreation', 'properties']","[(0, 0.054634177789175911), (3, 0.06348445484790087), (5, 0.053643724696356185), (9, 0.39102473707323465), (38, 0.10627530364372452), (39, 0.054570795351615374), (42, 0.12654754309162053), (43, 0.10528485055090479)]","[(9, 0.39102473707323465), (42, 0.12654754309162053), (38, 0.10627530364372452), (43, 0.1052848505509048), (3, 0.06348445484790087), (0, 0.05463417778917591), (39, 0.054570795351615374), (5, 0.053643724696356185)]",9
3311,3311,3311,Directory of Temporary Public Art,"['Current', 'temporary', 'art', 'exhibitions', 'and', 'installations', 'in', 'New', 'York', 'City', 'Department', 'of', 'Parks', 'Recreation', 'properties']",Department of Parks and Recreation (DPR),[],[],href,"['education', 'infrastructure']",Recreation,"['dpr', 'healthy living', 'directory of temporary public art', 'parks']",official,638.0,46.0,11.0,1468.0,10.5206186806,data.cityofnewyork.us,"['dpr', 'healthy', 'living', 'directory', 'of', 'temporary', 'public', 'art', 'parks', 'education', 'infrastructure', 'recreation']","['dpr', 'healthy', 'living', 'directory', 'of', 'temporary', 'public', 'art', 'parks', 'education', 'infrastructure', 'recreation', 'Current', 'temporary', 'art', 'exhibitions', 'and', 'installations', 'in', 'New', 'York', 'City', 'Department', 'of', 'Parks', 'Recreation', 'properties']","[(0, 0.043249195454411291), (5, 0.19628229899518387), (9, 0.38552230840108653), (34, 0.05106362179747298), (43, 0.08296073855943685), (50, 0.20406286243343288)]","[(9, 0.38552230840108653), (50, 0.20406286243343288), (5, 0.19628229899518387), (43, 0.08296073855943685), (34, 0.05106362179747298), (0, 0.04324919545441129)]",9
2352,2352,2352,Parks - Public Art,"['Public', 'art', 'located', 'in', 'Chicago', 'parks', 'To', 'download', 'KML', 'go', 'to', 'https', '//data', 'cityofchicago', 'org/Parks', 'Recreation/Parks', 'Public', 'Art', 'KML/pmh6', 'gzg6', 'To', 'download', 'Shapefiles', 'go', 'to', 'https', '//data', 'cityofchicago', 'org/Parks', 'Recreation/Parks', 'Public', 'Art', 'Shapefiles/gfnu', 'w3q6']",Chicago Park District,"['y_coordinate', 'art', 'park_number', 'location', 'owner', 'longitude', 'artist', 'latitude', 'park_name', 'x_coordinate']","['Y COORDINATE', 'ART', 'PARK NUMBER', 'LOCATION', 'OWNER', 'LONGITUDE', 'ARTIST', 'LATITUDE', 'PARK NAME', 'X COORDINATE']",dataset,"['education', 'infrastructure', 'recreation']",Parks & Recreation,['public art'],official,1082.0,27.0,10.0,1455.0,10.5077946402,data.cityofchicago.org,"['public', 'art', 'education', 'infrastructure', 'recreation', 'parks', '&', 'recreation']","['public', 'art', 'education', 'infrastructure', 'recreation', 'parks', '&', 'recreation', 'Public', 'art', 'located', 'in', 'Chicago', 'parks', 'To', 'download', 'KML', 'go', 'to', 'https', '//data', 'cityofchicago', 'org/Parks', 'Recreation/Parks', 'Public', 'Art', 'KML/pmh6', 'gzg6', 'To', 'download', 'Shapefiles', 'go', 'to', 'https', '//data', 'cityofchicago', 'org/Parks', 'Recreation/Parks', 'Public', 'Art', 'Shapefiles/gfnu', 'w3q6']","[(5, 0.12179487179487167), (9, 0.16464659938787027), (12, 0.061964920037262963), (24, 0.14321184370950582), (26, 0.10690315691337031), (33, 0.072599897236830607), (34, 0.033228798477313901), (43, 0.14665013296956467), (51, 0.12394150441513373)]","[(9, 0.16464659938787027), (43, 0.14665013296956467), (24, 0.14321184370950582), (51, 0.12394150441513373), (5, 0.12179487179487167), (26, 0.10690315691337031), (33, 0.07259989723683061), (12, 0.06196492003726296), (34, 0.0332287984773139)]",9
3398,3398,3398,Golf Courses in Tacoma Map,[],,"['city_state_zip_code', 'website', 'golf_course_namew', 'location', 'address']","['City, State ZIP Code', 'Website', 'Golf Course Names', 'Course Location', 'Address']",map,['recreation'],Community and Economic Development,"['golf courses', 'tacoma']",official,95.0,36.0,4.0,1379.0,10.4304525517,data.cityoftacoma.org,"['golf', 'courses', 'tacoma', 'recreation', 'community', 'and', 'economic', 'development']","['golf', 'courses', 'tacoma', 'recreation', 'community', 'and', 'economic', 'development']","[(9, 0.40490824882121834), (49, 0.34989944348647417), (51, 0.1274038461538462)]","[(9, 0.40490824882121834), (49, 0.34989944348647417), (51, 0.1274038461538462)]",9
13320,13489,13489,City Of Seattle Neighborhood Matching Funds,"['Seattle', 'Department', 'Of', 'Neighborhoods', 'All', 'awarded', 'Neighborhood', 'Matching', 'Funds', 'from', '1989', 'to', 'present', 'DON']",Department of Neighborhood,"['pledged_match_amount', 'organization_name', 'program_area', 'award_year', 'project_description', 'awarded_amount', 'neighborhood_district', 'id', 'contract_number', 'project_title', 'seattle_electoral_district']","['Pledged Match Amount', 'Organization Name', 'Program Area', 'Award Year', 'Project Description', 'Awarded Amount', 'Neighborhood District', 'ID', 'Contract Number', 'Project Title', 'Seattle Electoral District']",dataset,['politics'],Community,"['nmf', 'nre', 'maag', 'neighborhoods', 'neighborhood', 'matching funds', 'grants']",official,1062.0,49.0,15.0,1330.0,10.3782948559,data.seattle.gov,"['nmf', 'nre', 'maag', 'neighborhoods', 'neighborhood', 'matching', 'funds', 'grants', 'politics', 'community']","['nmf', 'nre', 'maag', 'neighborhoods', 'neighborhood', 'matching', 'funds', 'grants', 'politics', 'community', 'Seattle', 'Department', 'Of', 'Neighborhoods', 'All', 'awarded', 'Neighborhood', 'Matching', 'Funds', 'from', '1989', 'to', 'present', 'DON']","[(7, 0.053643724696356192), (9, 0.40224203572027395), (15, 0.11549797455110031), (22, 0.061065342836855954), (31, 0.08814892919638552), (32, 0.053643724696356192), (41, 0.12421422083138793), (48, 0.057009634515816837)]","[(9, 0.40224203572027395), (41, 0.12421422083138793), (15, 0.11549797455110031), (31, 0.08814892919638552), (22, 0.061065342836855954), (48, 0.05700963451581684), (7, 0.05364372469635619), (32, 0.05364372469635619)]",9
9662,9831,9831,WSSC Map Grid,"['https', '//gis3', 'montgomerycountymd', 'gov/arcgis/rest/services/general/wssc_grid/MapServer/0']",,"['shape_len', 'taxmap', 'numyc', 'objectid', 'numxc', 'shape_area', 'grid', 'shape', 'quad']","['SHAPE.LEN', 'TAXMAP', 'NUMYC', 'OBJECTID', 'NUMXC', 'SHAPE.AREA', 'GRID', 'SHAPE', 'QUAD']",map,[],Environment,[],official,88.0,80.0,24.0,1262.0,10.3026389238,data.montgomerycountymd.gov,['environment'],"['environment', 'https', '//gis3', 'montgomerycountymd', 'gov/arcgis/rest/services/general/wssc_grid/MapServer/0']","[(6, 0.22916745551739015), (9, 0.37852485217491788), (48, 0.20384615384615395)]","[(9, 0.3785248521749179), (6, 0.22916745551739015), (48, 0.20384615384615395)]",9
12347,12516,12516,Raleigh Solid Waste Collection [arcgis_rest_services_Services_ServicesIMaps_MapServer_33],"['Visualization', 'of', 'City', 'of', 'Raleigh', 'solid', 'waste', 'collection', 'stops', 'with', 'flyout', 'details', 'of', 'trash', 'recycle', 'and', 'yard', 'waste', 'pickup', 'dates', 'https', '//maps', 'raleighnc', 'gov/arcgis/rest/services/Services/ServicesIMaps/MapServer/33']",,"['objectid', 'shape', 'address_ci', 'yardwaste', 'week', 'phase_date', 'account_nu', 'phase', 'serviceday', 'garbage', 'recycle', 'address', 'pilot']","['OBJECTID', 'SHAPE', 'ADDRESS_CI', 'YARDWASTE', 'WEEK', 'PHASE_DATE', 'ACCOUNT_NU', 'PHASE', 'SERVICEDAY', 'GARBAGE', 'RECYCLE', 'ADDRESS', 'PILOT']",map,"['environment', 'transportation', 'demographics']",Infrastructure,"['recycle', 'sanitation', 'waste', 'trash']",official,158.0,0.0,0.0,1232.0,10.2679570844,data.raleighnc.gov,"['recycle', 'sanitation', 'waste', 'trash', 'environment', 'transportation', 'demographics', 'infrastructure']","['recycle', 'sanitation', 'waste', 'trash', 'environment', 'transportation', 'demographics', 'infrastructure', 'Visualization', 'of', 'City', 'of', 'Raleigh', 'solid', 'waste', 'collection', 'stops', 'with', 'flyout', 'details', 'of', 'trash', 'recycle', 'and', 'yard', 'waste', 'pickup', 'dates', 'https', '//maps', 'raleighnc', 'gov/arcgis/rest/services/Services/ServicesIMaps/MapServer/33']","[(1, 0.037749287749287715), (3, 0.098227773019376352), (8, 0.040976275366354092), (9, 0.23285572410601607), (12, 0.18262085938164943), (22, 0.038002843906819211), (29, 0.083240315969471096), (36, 0.053260839141605829), (37, 0.040649960958272863), (44, 0.038337477207474158), (45, 0.04673614200628113), (46, 0.078852472697362619)]","[(9, 0.23285572410601607), (12, 0.18262085938164943), (3, 0.09822777301937635), (29, 0.0832403159694711), (46, 0.07885247269736262), (36, 0.05326083914160583), (45, 0.04673614200628113), (8, 0.04097627536635409), (37, 0.04064996095827286), (44, 0.03833747720747416), (22, 0.03800284390681921), (1, 0.037749287749287715)]",9
7542,7711,7711,Department of Recreation and Parks' Facility and Park Information,"['The', 'Department', 'of', 'Recreation', 'and', ""Parks'"", 'Facility', 'and', 'Park', 'Information', 'dataset', 'provide', 'information', 'such', 'as', 'facilities', 'and', ""parks'"", 'addresses', 'contact', 'phone', 'numbers', 'websites', 'and', 'mapping', 'info', 'by', 'categories', 'beaches', 'camps', 'dog', 'parks', 'equestrian', 'centers', 'gardens', 'golf', 'courses', 'lakes', 'museums', 'public', 'computer', 'centers', 'recreation', 'centers', 'rental', 'facilities', 'senior', 'centers', 'skate', 'parks', 'swimming', 'pools', 'tennis', 'courts', 'and', 'theatres;', 'and', 'amenities', 'baseball/softball', 'fields', 'basketball', 'courts', 'hiking', 'trails', 'outdoor', 'fitness', 'equipment', 'swimming', 'pools', 'with', 'diving', 'boards', 'and', 'universally', 'accessible', 'playgrounds']",Department of Recreation and Parks,"['stsuffix', 'stdirection', 'location_name', 'website', 'locationtype', 'geolat', 'addresstypevalue', 'addresstype', 'zip', 'crossstsuffix', 'stnumber', 'crossstdirection', 'stsuffixdirection', 'phone', 'geolong', 'state', 'crossstsuffixdirection', 'crossstname', 'stname', 'councildistrict', 'city', 'stnumberfraction']","['StSuffix', 'StDirection', 'Location Name', 'Website', 'LocationType', 'GeoLat', 'AddressTypeValue', 'AddressType', 'Zip', 'CrossStSuffix', 'StNumber', 'CrossStDirection', 'StSuffixDirection', 'Phone', 'GeoLong', 'State', 'CrossStSuffixDirection', 'CrossStName', 'StName', 'CouncilDistrict', 'City', 'StNumberFraction']",dataset,['recreation'],A Livable and Sustainable City,"['universally accessible playgrounds', 'outdoor fitness equipment', 'hiking trails', 'basketball courts', 'baseball/softball fields', 'theatre', 'tennis courts', 'swimming pools', 'skate parks', 'senior centers', 'rental facilities', 'recreation centers', 'public computer centers', 'museums', 'lakes', 'golf courses', 'gardens', 'equestrian centers', 'dog parks', 'camps', 'beaches', 'park', 'facility', 'department of recreation and parks']",official,1049.0,61.0,33.0,1225.0,10.2597432637,data.lacity.org,"['universally', 'accessible', 'playgrounds', 'outdoor', 'fitness', 'equipment', 'hiking', 'trails', 'basketball', 'courts', 'baseball/softball', 'fields', 'theatre', 'tennis', 'courts', 'swimming', 'pools', 'skate', 'parks', 'senior', 'centers', 'rental', 'facilities', 'recreation', 'centers', 'public', 'computer', 'centers', 'museums', 'lakes', 'golf', 'courses', 'gardens', 'equestrian', 'centers', 'dog', 'parks', 'camps', 'beaches', 'park', 'facility', 'department', 'of', 'recreation', 'and', 'parks', 'recreation', 'a', 'livable', 'and', 'sustainable', 'city']","['universally', 'accessible', 'playgrounds', 'outdoor', 'fitness', 'equipment', 'hiking', 'trails', 'basketball', 'courts', 'baseball/softball', 'fields', 'theatre', 'tennis', 'courts', 'swimming', 'pools', 'skate', 'parks', 'senior', 'centers', 'rental', 'facilities', 'recreation', 'centers', 'public', 'computer', 'centers', 'museums', 'lakes', 'golf', 'courses', 'gardens', 'equestrian', 'centers', 'dog', 'parks', 'camps', 'beaches', 'park', 'facility', 'department', 'of', 'recreation', 'and', 'parks', 'recreation', 'a', 'livable', 'and', 'sustainable', 'city', 'The', 'Department', 'of', 'Recreation', 'and', ""Parks'"", 'Facility', 'and', 'Park', 'Information', 'dataset', 'provide', 'information', 'such', 'as', 'facilities', 'and', ""parks'"", 'addresses', 'contact', 'phone', 'numbers', 'websites', 'and', 'mapping', 'info', 'by', 'categories', 'beaches', 'camps', 'dog', 'parks', 'equestrian', 'centers', 'gardens', 'golf', 'courses', 'lakes', 'museums', 'public', 'computer', 'centers', 'recreation', 'centers', 'rental', 'facilities', 'senior', 'centers', 'skate', 'parks', 'swimming', 'pools', 'tennis', 'courts', 'and', 'theatres;', 'and', 'amenities', 'baseball/softball', 'fields', 'basketball', 'courts', 'hiking', 'trails', 'outdoor', 'fitness', 'equipment', 'swimming', 'pools', 'with', 'diving', 'boards', 'and', 'universally', 'accessible', 'playgrounds']","[(0, 0.046322004418702573), (1, 0.018191268191268168), (3, 0.019044947836430952), (4, 0.010240895721651615), (5, 0.058019808953544888), (8, 0.027200277200277165), (9, 0.4503234950806474), (17, 0.023019944002853832), (22, 0.035742288336939487), (23, 0.028724044131204923), (25, 0.019695694129907182), (33, 0.0366734588895287), (35, 0.037409496643172606), (38, 0.039325158685860437), (39, 0.034159125984858874), (42, 0.039177356268109149), (43, 0.029688530633423527), (45, 0.024375520983876572)]","[(9, 0.4503234950806474), (5, 0.05801980895354489), (0, 0.04632200441870257), (38, 0.03932515868586044), (42, 0.03917735626810915), (35, 0.037409496643172606), (33, 0.0366734588895287), (22, 0.03574228833693949), (39, 0.034159125984858874), (43, 0.029688530633423527), (23, 0.028724044131204923), (8, 0.027200277200277165), (45, 0.02437552098387657), (17, 0.023019944002853832), (25, 0.019695694129907182), (3, 0.019044947836430952), (1, 0.018191268191268168), (4, 0.010240895721651615)]",9
3362,3362,3362,Directory of Dog Runs  and Off-Leash Areas,"['Dog', 'runs', 'in', 'New', 'York', 'City', 'Department', 'of', 'Parks', 'Recreation', 'properties', 'and', 'properties', 'with', 'off', 'leash', 'hours', 'for', 'dogs']",Department of Parks and Recreation (DPR),[],[],href,[],Recreation,"['healthy living', 'directory of dog runs  and off-leash areas', 'dogs', 'dpr', 'parks']",official,523.0,38.0,6.0,1214.0,10.2467405985,data.cityofnewyork.us,"['healthy', 'living', 'directory', 'of', 'dog', 'runs', '', 'and', 'off-leash', 'areas', 'dogs', 'dpr', 'parks', 'recreation']","['healthy', 'living', 'directory', 'of', 'dog', 'runs', '', 'and', 'off-leash', 'areas', 'dogs', 'dpr', 'parks', 'recreation', 'Dog', 'runs', 'in', 'New', 'York', 'City', 'Department', 'of', 'Parks', 'Recreation', 'properties', 'and', 'properties', 'with', 'off', 'leash', 'hours', 'for', 'dogs']","[(0, 0.041521961515654536), (5, 0.080769230769230663), (9, 0.40780246902041695), (18, 0.1298337844371002), (25, 0.090521240676484524), (29, 0.13491942894292044), (43, 0.080016500022806858)]","[(9, 0.40780246902041695), (29, 0.13491942894292044), (18, 0.1298337844371002), (25, 0.09052124067648452), (5, 0.08076923076923066), (43, 0.08001650002280686), (0, 0.041521961515654536)]",9
